#r-i 					  g-r 						i-z 
-1.363780487804874264e-01 -1.077730249593886885e-01 -8.716623837757664361e-02
-1.353780487804874255e-01 -1.063160830753408503e-01 -8.666792346044957518e-02
-1.343780487804874246e-01 -1.048591411912930260e-01 -8.616960854332249287e-02
-1.333780487804874237e-01 -1.034021993072452017e-01 -8.567129362619542443e-02
-1.323780487804874229e-01 -1.019452574231973635e-01 -8.517297870906834212e-02
-1.313780487804874220e-01 -1.004883155391495253e-01 -8.467466379194127368e-02
-1.303780487804874211e-01 -9.903137365510170098e-02 -8.417634887481419137e-02
-1.293780487804874202e-01 -9.757443177105387666e-02 -8.367803395768710906e-02
-1.283780487804874193e-01 -9.581201185823930155e-02 -8.317971904056004062e-02
-1.273780487804874184e-01 -9.391040964829455717e-02 -8.268140412343295831e-02
-1.263780487804874175e-01 -9.200880743834979891e-02 -8.218308920630587600e-02
-1.253780487804874166e-01 -9.010720522840505453e-02 -8.168477428917880756e-02
-1.243780487804874157e-01 -8.820560301846031015e-02 -8.118645937205173913e-02
-1.233780487804874149e-01 -8.630400080851555189e-02 -8.068814445492465681e-02
-1.223780487804874140e-01 -8.440239859857080751e-02 -8.018982953779757450e-02
-1.213780487804874131e-01 -8.250079638862606313e-02 -7.969058644387491674e-02
-1.203780487804874122e-01 -8.059919417868130487e-02 -7.917800080851580824e-02
-1.193780487804874113e-01 -7.869759196873656049e-02 -7.866541517315668586e-02
-1.183780487804874104e-01 -7.679598975879181610e-02 -7.815282953779757735e-02
-1.173780487804874095e-01 -7.489438754884707172e-02 -7.764024390243846885e-02
-1.163780487804874086e-01 -7.299278533890231346e-02 -7.712765826707934647e-02
-1.153780487804874078e-01 -7.109118312895756908e-02 -7.661507263172023796e-02
-1.143780487804874069e-01 -6.918958091901282470e-02 -7.610248699636112946e-02
-1.133780487804874060e-01 -6.728797870906808032e-02 -7.558990136100200707e-02
-1.123780487804874051e-01 -6.538637649912332206e-02 -7.507731572564289857e-02
-1.113780487804874042e-01 -6.348477428917857768e-02 -7.456473009028379006e-02
-1.103780487804874033e-01 -6.158317207923382636e-02 -7.405214445492466768e-02
-1.093780487804874024e-01 -5.968156986928907504e-02 -7.353955881956555918e-02
-1.083780487804874015e-01 -5.777996765934433065e-02 -7.302697318420645067e-02
-1.073780487804874006e-01 -5.587836544939957933e-02 -7.251438754884732829e-02
-1.063780487804873998e-01 -5.397676323945483495e-02 -7.200180191348821979e-02
-1.053780487804873989e-01 -5.199703948254872504e-02 -7.148921627812911128e-02
-1.043780487804873980e-01 -5.000029915105700523e-02 -7.097663064276998890e-02
-1.033780487804873971e-01 -4.800355881956529236e-02 -7.046404500741088039e-02
-1.023780487804873962e-01 -4.600681848807357255e-02 -6.995145937205177189e-02
-1.013780487804873953e-01 -4.401007815658185274e-02 -6.943887373669266339e-02
-1.003780487804873944e-01 -4.201333782509013987e-02 -6.892628810133354100e-02
-9.937804878048739354e-02 -4.001659749359842005e-02 -6.841370246597443250e-02
-9.837804878048739265e-02 -3.801985716210670718e-02 -6.790111683061531012e-02
-9.737804878048739177e-02 -3.602311683061498737e-02 -6.738853119525620161e-02
-9.637804878048739088e-02 -3.402637649912326756e-02 -6.687594555989709311e-02
-9.537804878048738999e-02 -3.202963616763154775e-02 -6.636335992453798460e-02
-9.437804878048738910e-02 -3.003289583613983488e-02 -6.585077428917886222e-02
-9.337804878048738821e-02 -2.803615550464811854e-02 -6.533818865381975372e-02
-9.237804878048738733e-02 -2.603941517315639873e-02 -6.482560301846064521e-02
-9.137804878048738644e-02 -2.404267484166468238e-02 -6.431301738310152283e-02
-9.037804878048738555e-02 -2.204593451017296951e-02 -6.380043174774241432e-02
-8.937804878048738466e-02 -2.004919417868124970e-02 -6.328784611238330582e-02
-8.837804878048738377e-02 -1.805245384718952989e-02 -6.277526047702418344e-02
-8.737804878048738288e-02 -1.605571351569781702e-02 -6.226267484166507493e-02
-8.637804878048738200e-02 -1.405897318420609721e-02 -6.175008920630596643e-02
-8.537804878048738111e-02 -1.198311380306103617e-02 -6.123750357094684404e-02
-8.437804878048738022e-02 -9.826838338661875519e-03 -6.072491793558773554e-02
-8.337804878048737933e-02 -7.670562874262715734e-03 -6.021233230022862704e-02
-8.237804878048737844e-02 -5.514287409863555083e-03 -5.969974666486950465e-02
-8.137804878048737756e-02 -3.358011945464395298e-03 -5.918716102951039615e-02
-8.037804878048737667e-02 -1.201736481065234646e-03 -5.867457539415128764e-02
-7.937804878048737578e-02 9.545389833339260055e-04 -5.816198975879217220e-02
-7.837804878048737489e-02 3.110814447733086657e-03 -5.764940412343305676e-02
-7.737804878048737400e-02 5.267089912132247309e-03 -5.713681848807394825e-02
-7.637804878048737312e-02 7.423365376531407961e-03 -5.662423285271483281e-02
-7.537804878048737223e-02 9.579640840930568613e-03 -5.611164721735571737e-02
-7.437804878048737134e-02 1.173591630532972926e-02 -5.559906158199660886e-02
-7.337804878048737045e-02 1.389219176972888992e-02 -5.508647594663749342e-02
-7.237804878048736956e-02 1.604846723412805057e-02 -5.457389031127837797e-02
-7.137804878048736867e-02 1.820474269852721122e-02 -5.406130467591926947e-02
-7.037804878048736779e-02 2.036101816292636840e-02 -5.355531993997758589e-02
-6.937804878048736690e-02 2.251729362732553252e-02 -5.306892497004888493e-02
-6.837804878048736601e-02 2.408861071965075901e-02 -5.258253000012019091e-02
-6.737804878048736512e-02 2.546329203633247371e-02 -5.209613503019149688e-02
-6.637804878048736423e-02 2.683797335301418840e-02 -5.160974006026280286e-02
-6.537804878048736335e-02 2.821265466969589963e-02 -5.112334509033410884e-02
-6.437804878048736246e-02 2.958733598637761433e-02 -5.063695012040540788e-02
-6.337804878048736157e-02 3.096201730305932903e-02 -5.015055515047671386e-02
-6.237804878048736068e-02 3.233669861974104720e-02 -4.966416018054801984e-02
-6.137804878048735979e-02 3.371137993642275843e-02 -4.917776521061932582e-02
-6.037804878048735890e-02 3.508606125310446966e-02 -4.869137024069063180e-02
-5.937804878048735802e-02 3.646074256978618089e-02 -4.820497527076193084e-02
-5.837804878048735713e-02 3.783542388646789906e-02 -4.771858030083323682e-02
-5.737804878048735624e-02 3.921010520314961723e-02 -4.723218533090454280e-02
-5.637804878048735535e-02 4.058478651983132846e-02 -4.674579036097584878e-02
-5.537804878048735446e-02 4.195946783651303968e-02 -4.625939539104714782e-02
-5.437804878048735358e-02 4.333414915319475091e-02 -4.577300042111845380e-02
-5.337804878048735269e-02 4.470883046987646908e-02 -4.528660545118975977e-02
-5.237804878048735180e-02 4.608351178655818031e-02 -4.480021048126106575e-02
-5.137804878048735091e-02 4.745819310323989848e-02 -4.431381551133237173e-02
-5.037804878048735002e-02 4.883287441992160971e-02 -4.382742054140367077e-02
-4.937804878048734913e-02 5.020755573660332094e-02 -4.334102557147497675e-02
-4.837804878048734825e-02 5.158223705328503911e-02 -4.285463060154628273e-02
-4.737804878048734736e-02 5.295691836996675034e-02 -4.236823563161758871e-02
-4.637804878048734647e-02 5.433159968664846851e-02 -4.188184066168888775e-02
-4.537804878048734558e-02 5.570628100333017974e-02 -4.139544569176019373e-02
-4.437804878048734469e-02 5.708096232001189096e-02 -4.090905072183149971e-02
-4.337804878048734381e-02 5.845564363669360913e-02 -4.042265575190280569e-02
-4.237804878048734292e-02 5.999648272364305895e-02 -3.993626078197411167e-02
-4.137804878048734203e-02 6.191616152680225194e-02 -3.944986581204541765e-02
-4.037804878048734114e-02 6.383584032996143798e-02 -3.896347084211671669e-02
-3.937804878048734025e-02 6.575551913312063790e-02 -3.847707587218802266e-02
-3.837804878048733936e-02 6.767519793627982394e-02 -3.799068090225932864e-02
-3.737804878048733848e-02 6.959487673943902386e-02 -3.750428593233062768e-02
-3.637804878048733759e-02 7.151455554259820990e-02 -3.709680092488165659e-02
-3.537804878048733670e-02 7.343423434575740982e-02 -3.690453984091288803e-02
-3.437804878048733581e-02 7.535391314891659587e-02 -3.671227875694412640e-02
-3.337804878048733492e-02 7.727359195207578191e-02 -3.652001767297535784e-02
-3.237804878048733404e-02 7.919327075523498183e-02 -3.632775658900659621e-02
-3.137804878048733315e-02 8.111294955839418175e-02 -3.613549550503782765e-02
-3.037804878048733226e-02 8.303262836155336779e-02 -3.594323442106906602e-02
-2.937804878048733137e-02 8.495230716471255383e-02 -3.575097333710029746e-02
-2.837804878048733048e-02 8.687198596787175375e-02 -3.555871225313153583e-02
-2.737804878048732959e-02 8.879166477103093980e-02 -3.536645116916276727e-02
-2.637804878048732871e-02 9.071134357419013972e-02 -3.517419008519400564e-02
-2.537804878048732782e-02 9.263102237734932576e-02 -3.498192900122523707e-02
-2.437804878048732693e-02 9.445230955023008190e-02 -3.478966791725647545e-02
-2.337804878048732604e-02 9.615683993697042575e-02 -3.459740683328770688e-02
-2.237804878048732515e-02 9.786137032371076960e-02 -3.440514574931894526e-02
-2.137804878048732427e-02 9.956590071045109958e-02 -3.421288466535017669e-02
-2.037804878048732338e-02 1.012704310971914434e-01 -3.402062358138141507e-02
-1.937804878048732249e-02 1.029749614839317873e-01 -3.382836249741264650e-02
-1.837804878048732160e-02 1.046794918706721172e-01 -3.363610141344387794e-02
-1.737804878048732071e-02 1.063840222574124611e-01 -3.344384032947511631e-02
-1.637804878048731982e-02 1.080885526441528049e-01 -3.325157924550635469e-02
-1.537804878048731894e-02 1.097930830308931349e-01 -3.305931816153758612e-02
-1.437804878048731805e-02 1.114976134176334788e-01 -3.286705707756881756e-02
-1.337804878048731716e-02 1.132021438043738226e-01 -3.267479599360005593e-02
-1.237804878048731627e-02 1.149066741911141526e-01 -3.248253490963128737e-02
-1.137804878048731538e-02 1.166112045778544964e-01 -3.229027382566252574e-02
-1.037804878048731450e-02 1.183157349645948403e-01 -3.209801274169375718e-02
-9.378048780487313607e-03 1.200202653513351703e-01 -3.190575165772499555e-02
-8.378048780487312719e-03 1.217247957380755141e-01 -3.171349057375622699e-02
-7.378048780487311831e-03 1.234293261248158580e-01 -3.152122948978746536e-02
-6.378048780487310943e-03 1.251338565115562018e-01 -3.132896840581869680e-02
-5.378048780487310054e-03 1.268383868982965179e-01 -3.113670732184993517e-02
-4.378048780487309166e-03 1.285429172850368618e-01 -3.094444623788116661e-02
-3.378048780487308278e-03 1.302474476717772056e-01 -3.054527238676737338e-02
-2.378048780487307390e-03 1.319833343158310079e-01 -3.009047865457104703e-02
-1.378048780487306502e-03 1.337884392882066897e-01 -2.963568492237472068e-02
-3.780487804873056135e-04 1.355935442605823715e-01 -2.918089119017839086e-02
6.219512195126952747e-04 1.373986492329580811e-01 -2.872609745798206451e-02
1.621951219512696163e-03 1.392037542053337629e-01 -2.827130372578573816e-02
2.621951219512697051e-03 1.410088591777094447e-01 -2.781650999358940834e-02
3.621951219512697939e-03 1.428139641500851542e-01 -2.736171626139308199e-02
4.621951219512698827e-03 1.446190691224608360e-01 -2.690692252919675564e-02
5.621951219512699716e-03 1.464241740948365456e-01 -2.645212879700042582e-02
6.621951219512700604e-03 1.482292790672122273e-01 -2.599733506480409947e-02
7.621951219512701492e-03 1.500343840395879091e-01 -2.554254133260776966e-02
8.621951219512702380e-03 1.518394890119636187e-01 -2.508774760041144331e-02
9.621951219512703268e-03 1.536445939843393005e-01 -2.463295386821511695e-02
1.062195121951270416e-02 1.554496989567150100e-01 -2.417816013601879060e-02
1.162195121951270504e-02 1.572548039290906918e-01 -2.372336640382246079e-02
1.262195121951270593e-02 1.590599089014663736e-01 -2.326857267162613443e-02
1.362195121951270682e-02 1.608650138738420832e-01 -2.281377893942980462e-02
1.462195121951270771e-02 1.626701188462177650e-01 -2.235898520723347827e-02
1.562195121951270860e-02 1.644752238185934745e-01 -2.190419147503715191e-02
1.662195121951270949e-02 1.662803287909691563e-01 -2.144939774284082556e-02
1.762195121951271037e-02 1.680854337633448381e-01 -2.099460401064449575e-02
1.862195121951271126e-02 1.698905387357205476e-01 -2.053981027844816939e-02
1.962195121951271215e-02 1.716839283627976109e-01 -2.008501654625183958e-02
2.062195121951271304e-02 1.734185534614558488e-01 -1.963022281405551323e-02
2.162195121951271393e-02 1.751531785601141145e-01 -1.917542908185918688e-02
2.262195121951271481e-02 1.768878036587723523e-01 -1.872063534966286052e-02
2.362195121951271570e-02 1.786224287574305902e-01 -1.826584161746653071e-02
2.462195121951271659e-02 1.803570538560888281e-01 -1.781104788527020436e-02
2.562195121951271748e-02 1.820916789547470660e-01 -1.735625415307387454e-02
2.662195121951271837e-02 1.838263040534053039e-01 -1.690146042087754819e-02
2.762195121951271926e-02 1.855609291520635418e-01 -1.644666668868122184e-02
2.862195121951272014e-02 1.872955542507217797e-01 -1.599187295648489548e-02
2.962195121951272103e-02 1.890301793493800175e-01 -1.553707922428856567e-02
3.062195121951272192e-02 1.907648044480382554e-01 -1.508228549209223932e-02
3.162195121951272281e-02 1.924994295466964933e-01 -1.462749175989590950e-02
3.262195121951272370e-02 1.942340546453547312e-01 -1.417269802769958315e-02
3.362195121951272458e-02 1.959686797440129691e-01 -1.371790429550325680e-02
3.462195121951272547e-02 1.977033048426712347e-01 -1.326311056330692698e-02
3.562195121951272636e-02 1.994379299413294726e-01 -1.280831683111060063e-02
3.662195121951272725e-02 2.011725550399877105e-01 -1.235352309891427428e-02
3.762195121951272814e-02 2.029071801386459484e-01 -1.189872936671794446e-02
3.862195121951272903e-02 2.046418052373041863e-01 -1.144393563452161811e-02
3.962195121951272991e-02 2.063764303359624241e-01 -1.098914190232529176e-02
4.062195121951273080e-02 2.080932389880364164e-01 -1.053434817012896194e-02
4.162195121951273169e-02 2.097920192685293894e-01 -1.007955443793263559e-02
4.262195121951273258e-02 2.114907995490223624e-01 -9.624760705736309235e-03
4.362195121951273347e-02 2.131895798295153632e-01 -9.169966973539979416e-03
4.462195121951273435e-02 2.148883601100083363e-01 -8.715173241343653066e-03
4.562195121951273524e-02 2.165871403905013093e-01 -8.260379509147326715e-03
4.662195121951273613e-02 2.182859206709943101e-01 -7.805585776950996896e-03
4.762195121951273702e-02 2.199847009514872831e-01 -7.350792044754670546e-03
4.862195121951273791e-02 2.216834812319802839e-01 -6.895998312558344195e-03
4.962195121951273880e-02 2.233822615124732569e-01 -6.441204580362014376e-03
5.062195121951273968e-02 2.250810417929662299e-01 -5.986410848165688026e-03
5.162195121951274057e-02 2.267798220734592307e-01 -5.531617115969361675e-03
5.262195121951274146e-02 2.284786023539522037e-01 -5.076823383773031856e-03
5.362195121951274235e-02 2.301773826344451768e-01 -4.622029651576705506e-03
5.462195121951274324e-02 2.318761629149381776e-01 -4.141901361002091851e-03
5.562195121951274412e-02 2.335749431954311506e-01 -3.653779814040765146e-03
5.662195121951274501e-02 2.352737234759241236e-01 -3.165658267079438440e-03
5.762195121951274590e-02 2.369725037564171244e-01 -2.677536720118112168e-03
5.862195121951274679e-02 2.386712840369100974e-01 -2.189415173156785462e-03
5.962195121951274768e-02 2.404800104436383701e-01 -1.701293626195459190e-03
6.062195121951274857e-02 2.425401761894947494e-01 -1.213172079234132485e-03
6.162195121951274945e-02 2.446003419353511010e-01 -7.250505322728062127e-04
6.262195121951275034e-02 2.466605076812074804e-01 -2.369289853114799407e-04
6.362195121951275123e-02 2.487206734270638597e-01 2.511925616498463312e-04
6.462195121951275212e-02 2.507808391729202113e-01 7.393141086111734706e-04
6.562195121951275301e-02 2.528410049187765907e-01 1.227435655572499743e-03
6.662195121951275389e-02 2.549011706646329700e-01 1.715557202533826014e-03
6.762195121951275478e-02 2.569613364104893494e-01 2.203678749495152286e-03
6.862195121951275567e-02 2.590215021563457287e-01 2.691800296456479426e-03
6.962195121951275656e-02 2.610816679022021081e-01 3.179921843417805698e-03
7.062195121951275745e-02 2.631418336480584874e-01 3.668043390379132837e-03
7.162195121951275834e-02 2.652019993939148668e-01 4.156164937340459109e-03
7.262195121951275922e-02 2.672621651397712461e-01 4.644286484301785381e-03
7.362195121951276011e-02 2.693223308856276255e-01 5.132408031263111653e-03
7.462195121951276100e-02 2.713824966314840048e-01 5.620529578224437925e-03
7.562195121951276189e-02 2.734426623773403842e-01 6.108651125185764197e-03
7.662195121951276278e-02 2.755028281231967635e-01 6.596772672147090469e-03
7.762195121951276366e-02 2.774267740451026310e-01 7.084894219108416741e-03
7.862195121951276455e-02 2.792551930846266517e-01 7.573015766069743013e-03
7.962195121951276544e-02 2.810836121241506724e-01 8.061137313031071019e-03
8.062195121951276633e-02 2.829120311636746932e-01 8.549258859992397291e-03
8.162195121951276722e-02 2.847404502031987139e-01 9.037380406953723563e-03
8.262195121951276811e-02 2.865688692427227346e-01 9.525501953915049835e-03
8.362195121951276899e-02 2.883972882822468109e-01 1.001362350087637611e-02
8.462195121951276988e-02 2.902257073217708316e-01 1.050174504783770238e-02
8.562195121951277077e-02 2.920541263612948524e-01 1.098986659479902865e-02
8.662195121951277166e-02 2.938825454008188731e-01 1.147798814176035492e-02
8.762195121951277255e-02 2.957109644403428939e-01 1.196610968872168293e-02
